day,hour,is_peak,day_type,station_name,boarding,alighting
0,9,1,WEEKDAY,Pulinchodu,369,253
0,9,1,WEEKDAY,Companypady,335,251
0,9,1,WEEKDAY,Ambattukavu,310,169
0,9,1,WEEKDAY,Muttom,265,320
0,9,1,WEEKDAY,Kalamassery,258,286
0,9,1,WEEKDAY,CUSAT,320,335
0,9,1,WEEKDAY,Pathadipalam,247,287
0,9,1,WEEKDAY,Edappally,745,908
0,9,1,WEEKDAY,Changampuzha Park,432,347
0,9,1,WEEKDAY,Palarivattom,368,274
0,9,1,WEEKDAY,JLN Stadium,316,268
0,9,1,WEEKDAY,Kaloor,845,693
0,9,1,WEEKDAY,Lissie,264,259
0,9,1,WEEKDAY,Maharajas College,295,221
0,9,1,WEEKDAY,Ernakulam South,990,835
0,9,1,WEEKDAY,Kadavanthra,352,271
0,9,1,WEEKDAY,Elamkulam,321,344
0,9,1,WEEKDAY,Vyttila,894,863
0,9,1,WEEKDAY,Thaikoodam,336,357
0,9,1,WEEKDAY,Petta,275,191
0,9,1,WEEKDAY,Vadakkekotta,300,248
0,9,1,WEEKDAY,SN Junction,320,313
0,9,1,WEEKDAY,Tripunithura,270,348
0,10,1,WEEKDAY,Aluva,789,917
0,10,1,WEEKDAY,Pulinchodu,299,359
0,10,1,WEEKDAY,Companypady,255,289
0,10,1,WEEKDAY,Ambattukavu,331,195
0,10,1,WEEKDAY,Muttom,302,342
0,10,1,WEEKDAY,Kalamassery,314,387
0,10,1,WEEKDAY,CUSAT,277,335
0,10,1,WEEKDAY,Pathadipalam,326,237
0,10,1,WEEKDAY,Edappally,862,769
0,10,1,WEEKDAY,Changampuzha Park,347,305
0,10,1,WEEKDAY,Palarivattom,367,356
0,10,1,WEEKDAY,JLN Stadium,264,244
0,10,1,WEEKDAY,Kaloor,726,669
0,10,1,WEEKDAY,Lissie,251,288
0,10,1,WEEKDAY,Maharajas College,294,330
0,10,1,WEEKDAY,Ernakulam South,947,757
0,10,1,WEEKDAY,Kadavanthra,376,288
0,10,1,WEEKDAY,Elamkulam,383,372
0,10,1,WEEKDAY,Vyttila,726,819
0,10,1,WEEKDAY,Thaikoodam,342,270
0,10,1,WEEKDAY,Petta,255,294
0,10,1,WEEKDAY,Vadakkekotta,324,260
0,10,1,WEEKDAY,SN Junction,284,416
0,10,1,WEEKDAY,Tripunithura,286,327
0,11,0,WEEKDAY,Aluva,365,367
0,11,0,WEEKDAY,Pulinchodu,85,167
0,11,0,WEEKDAY,Companypady,127,105
0,11,0,WEEKDAY,Ambattukavu,183,136
0,11,0,WEEKDAY,Muttom,145,100
0,11,0,WEEKDAY,Kalamassery,128,148
0,11,0,WEEKDAY,CUSAT,150,84
0,11,0,WEEKDAY,Pathadipalam,169,118
0,11,0,WEEKDAY,Edappally,414,330
0,11,0,WEEKDAY,Changampuzha Park,147,151
0,11,0,WEEKDAY,Palarivattom,136,114
0,11,0,WEEKDAY,JLN Stadium,113,132
0,11,0,WEEKDAY,Kaloor,342,358
0,11,0,WEEKDAY,Lissie,138,139
0,11,0,WEEKDAY,Maharajas College,153,113
0,11,0,WEEKDAY,Ernakulam South,412,308
0,11,0,WEEKDAY,Kadavanthra,104,122
0,11,0,WEEKDAY,Elamkulam,103,132
0,11,0,WEEKDAY,Vyttila,330,377
0,11,0,WEEKDAY,Thaikoodam,149,87
0,11,0,WEEKDAY,Petta,146,182
0,11,0,WEEKDAY,Vadakkekotta,169,155
0,11,0,WEEKDAY,SN Junction,186,145
0,11,0,WEEKDAY,Tripunithura,133,152
0,12,0,WEEKDAY,Aluva,397,319
0,12,0,WEEKDAY,Pulinchodu,129,131
0,12,0,WEEKDAY,Companypady,106,113
0,12,0,WEEKDAY,Ambattukavu,150,95
0,12,0,WEEKDAY,Muttom,143,89
0,12,0,WEEKDAY,Kalamassery,111,78
0,12,0,WEEKDAY,CUSAT,159,113
0,12,0,WEEKDAY,Pathadipalam,194,116
0,12,0,WEEKDAY,Edappally,351,329
0,12,0,WEEKDAY,Changampuzha Park,113,133
0,12,0,WEEKDAY,Palarivattom,145,128
0,12,0,WEEKDAY,JLN Stadium,134,126
0,12,0,WEEKDAY,Kaloor,295,366
0,12,0,WEEKDAY,Lissie,139,163
0,12,0,WEEKDAY,Maharajas College,154,125
0,12,0,WEEKDAY,Ernakulam South,366,360
0,12,0,WEEKDAY,Kadavanthra,163,121
0,12,0,WEEKDAY,Elamkulam,155,124
0,12,0,WEEKDAY,Vyttila,442,340
0,12,0,WEEKDAY,Thaikoodam,176,147
0,12,0,WEEKDAY,Petta,154,154
0,12,0,WEEKDAY,Vadakkekotta,152,94
0,12,0,WEEKDAY,SN Junction,136,126
0,12,0,WEEKDAY,Tripunithura,149,148
0,13,0,WEEKDAY,Aluva,326,259
0,13,0,WEEKDAY,Pulinchodu,133,139
0,13,0,WEEKDAY,Companypady,143,105
0,13,0,WEEKDAY,Ambattukavu,156,135
0,13,0,WEEKDAY,Muttom,140,195
0,13,0,WEEKDAY,Kalamassery,107,107
0,13,0,WEEKDAY,CUSAT,158,128
0,13,0,WEEKDAY,Pathadipalam,133,105
0,13,0,WEEKDAY,Edappally,294,369
0,13,0,WEEKDAY,Changampuzha Park,141,146
0,13,0,WEEKDAY,Palarivattom,106,156
0,13,0,WEEKDAY,JLN Stadium,158,113
0,13,0,WEEKDAY,Kaloor,387,357
0,13,0,WEEKDAY,Lissie,165,117
0,13,0,WEEKDAY,Maharajas College,118,94
0,13,0,WEEKDAY,Ernakulam South,330,266
0,13,0,WEEKDAY,Kadavanthra,159,117
0,13,0,WEEKDAY,Elamkulam,118,149
0,13,0,WEEKDAY,Vyttila,377,331
0,13,0,WEEKDAY,Thaikoodam,182,146
0,13,0,WEEKDAY,Petta,145,131
0,13,0,WEEKDAY,Vadakkekotta,104,94
0,13,0,WEEKDAY,SN Junction,114,83
0,13,0,WEEKDAY,Tripunithura,131,177
0,14,0,WEEKDAY,Aluva,335,347
0,14,0,WEEKDAY,Pulinchodu,159,121
0,14,0,WEEKDAY,Companypady,146,119
0,14,0,WEEKDAY,Ambattukavu,127,130
0,14,0,WEEKDAY,Muttom,134,111
0,14,0,WEEKDAY,Kalamassery,137,108
0,14,0,WEEKDAY,CUSAT,172,148
0,14,0,WEEKDAY,Pathadipalam,164,120
0,14,0,WEEKDAY,Edappally,303,371
0,14,0,WEEKDAY,Changampuzha Park,102,159
0,14,0,WEEKDAY,Palarivattom,191,153
0,14,0,WEEKDAY,JLN Stadium,144,99
0,14,0,WEEKDAY,Kaloor,341,320
0,14,0,WEEKDAY,Lissie,152,132
0,14,0,WEEKDAY,Maharajas College,181,119
0,14,0,WEEKDAY,Ernakulam South,408,344
0,14,0,WEEKDAY,Kadavanthra,140,133
0,14,0,WEEKDAY,Elamkulam,160,88
0,14,0,WEEKDAY,Vyttila,304,288
0,14,0,WEEKDAY,Thaikoodam,153,141
0,14,0,WEEKDAY,Petta,117,140
0,14,0,WEEKDAY,Vadakkekotta,137,128
0,14,0,WEEKDAY,SN Junction,158,114
0,14,0,WEEKDAY,Tripunithura,158,176
0,15,0,WEEKDAY,Aluva,350,383
0,15,0,WEEKDAY,Pulinchodu,162,115
0,15,0,WEEKDAY,Companypady,163,117
0,15,0,WEEKDAY,Ambattukavu,172,162
0,15,0,WEEKDAY,Muttom,142,108
0,15,0,WEEKDAY,Kalamassery,159,123
0,15,0,WEEKDAY,CUSAT,144,125
0,15,0,WEEKDAY,Pathadipalam,175,119
0,15,0,WEEKDAY,Edappally,353,386
0,15,0,WEEKDAY,Changampuzha Park,133,116
0,15,0,WEEKDAY,Palarivattom,163,141
0,15,0,WEEKDAY,JLN Stadium,110,94
0,15,0,WEEKDAY,Kaloor,382,295
0,15,0,WEEKDAY,Lissie,152,111
0,15,0,WEEKDAY,Maharajas College,173,137
0,15,0,WEEKDAY,Ernakulam South,296,353
0,15,0,WEEKDAY,Kadavanthra,164,132
0,15,0,WEEKDAY,Elamkulam,131,139
0,15,0,WEEKDAY,Vyttila,394,357
0,15,0,WEEKDAY,Thaikoodam,142,150
0,15,0,WEEKDAY,Petta,113,97
0,15,0,WEEKDAY,Vadakkekotta,137,169
0,15,0,WEEKDAY,SN Junction,184,161
0,15,0,WEEKDAY,Tripunithura,145,86
0,16,0,WEEKDAY,Aluva,383,312
0,16,0,WEEKDAY,Pulinchodu,162,138
0,16,0,WEEKDAY,Companypady,193,172
0,16,0,WEEKDAY,Ambattukavu,127,131
0,16,0,WEEKDAY,Muttom,138,117
0,16,0,WEEKDAY,Kalamassery,144,85
0,16,0,WEEKDAY,CUSAT,129,155
0,16,0,WEEKDAY,Pathadipalam,68,89
0,16,0,WEEKDAY,Edappally,415,389
0,16,0,WEEKDAY,Changampuzha Park,112,155
0,16,0,WEEKDAY,Palarivattom,167,133
0,16,0,WEEKDAY,JLN Stadium,138,149
0,16,0,WEEKDAY,Kaloor,350,344
0,16,0,WEEKDAY,Lissie,167,114
0,16,0,WEEKDAY,Maharajas College,136,162
0,16,0,WEEKDAY,Ernakulam South,309,367
0,16,0,WEEKDAY,Kadavanthra,147,141
0,16,0,WEEKDAY,Elamkulam,148,111
0,16,0,WEEKDAY,Vyttila,270,280
0,16,0,WEEKDAY,Thaikoodam,133,148
0,16,0,WEEKDAY,Petta,153,154
0,16,0,WEEKDAY,Vadakkekotta,157,127
0,16,0,WEEKDAY,SN Junction,172,135
0,16,0,WEEKDAY,Tripunithura,172,133
0,17,1,WEEKDAY,Aluva,716,797
0,17,1,WEEKDAY,Pulinchodu,321,233
0,17,1,WEEKDAY,Companypady,411,288
0,17,1,WEEKDAY,Ambattukavu,315,247
0,17,1,WEEKDAY,Muttom,270,292
0,17,1,WEEKDAY,Kalamassery,391,332
0,17,1,WEEKDAY,CUSAT,290,299
0,17,1,WEEKDAY,Pathadipalam,475,264
0,17,1,WEEKDAY,Edappally,823,834
0,17,1,WEEKDAY,Changampuzha Park,305,200
0,17,1,WEEKDAY,Palarivattom,432,278
0,17,1,WEEKDAY,JLN Stadium,378,264
0,17,1,WEEKDAY,Kaloor,1059,918
0,17,1,WEEKDAY,Lissie,312,295
0,17,1,WEEKDAY,Maharajas College,316,297
0,17,1,WEEKDAY,Ernakulam South,739,731
0,17,1,WEEKDAY,Kadavanthra,211,267
0,17,1,WEEKDAY,Elamkulam,292,260
0,17,1,WEEKDAY,Vyttila,891,740
0,17,1,WEEKDAY,Thaikoodam,397,261
0,17,1,WEEKDAY,Petta,278,315
0,17,1,WEEKDAY,Vadakkekotta,267,283
0,17,1,WEEKDAY,SN Junction,238,250
0,17,1,WEEKDAY,Tripunithura,400,324
0,18,1,WEEKDAY,Aluva,748,789
0,18,1,WEEKDAY,Pulinchodu,343,335
0,18,1,WEEKDAY,Companypady,241,108
0,18,1,WEEKDAY,Ambattukavu,319,259
0,18,1,WEEKDAY,Muttom,335,350
0,18,1,WEEKDAY,Kalamassery,345,341
0,18,1,WEEKDAY,CUSAT,325,289
0,18,1,WEEKDAY,Pathadipalam,375,334
0,18,1,WEEKDAY,Edappally,933,775
0,18,1,WEEKDAY,Changampuzha Park,283,284
0,18,1,WEEKDAY,Palarivattom,369,335
0,18,1,WEEKDAY,JLN Stadium,302,256
0,18,1,WEEKDAY,Kaloor,867,623
0,18,1,WEEKDAY,Lissie,269,296
0,18,1,WEEKDAY,Maharajas College,301,285
0,18,1,WEEKDAY,Ernakulam South,731,755
0,18,1,WEEKDAY,Kadavanthra,331,314
0,18,1,WEEKDAY,Elamkulam,299,364
0,18,1,WEEKDAY,Vyttila,730,723
0,18,1,WEEKDAY,Thaikoodam,444,191
0,18,1,WEEKDAY,Petta,361,290
0,18,1,WEEKDAY,Vadakkekotta,305,390
0,18,1,WEEKDAY,SN Junction,273,358
0,18,1,WEEKDAY,Tripunithura,338,299
0,19,1,WEEKDAY,Aluva,721,709
0,19,1,WEEKDAY,Pulinchodu,259,332
0,19,1,WEEKDAY,Companypady,403,277
0,19,1,WEEKDAY,Ambattukavu,341,345
0,19,1,WEEKDAY,Muttom,285,283
0,19,1,WEEKDAY,Kalamassery,372,342
0,19,1,WEEKDAY,CUSAT,366,239
0,19,1,WEEKDAY,Pathadipalam,363,227
0,19,1,WEEKDAY,Edappally,980,615
0,19,1,WEEKDAY,Changampuzha Park,348,267
0,19,1,WEEKDAY,Palarivattom,333,210
0,19,1,WEEKDAY,JLN Stadium,272,318
0,19,1,WEEKDAY,Kaloor,838,840
0,19,1,WEEKDAY,Lissie,325,122
0,19,1,WEEKDAY,Maharajas College,368,330
0,19,1,WEEKDAY,Ernakulam South,1008,752
0,19,1,WEEKDAY,Kadavanthra,227,249
0,19,1,WEEKDAY,Elamkulam,374,297
0,19,1,WEEKDAY,Vyttila,959,870
0,19,1,WEEKDAY,Thaikoodam,265,247
0,19,1,WEEKDAY,Petta,269,307
0,19,1,WEEKDAY,Vadakkekotta,237,269
0,19,1,WEEKDAY,SN Junction,341,387
0,19,1,WEEKDAY,Tripunithura,331,238
0,20,1,WEEKDAY,Aluva,640,824
0,20,1,WEEKDAY,Pulinchodu,367,268
0,20,1,WEEKDAY,Companypady,287,247
0,20,1,WEEKDAY,Ambattukavu,353,280
0,20,1,WEEKDAY,Muttom,339,312
0,20,1,WEEKDAY,Kalamassery,329,366
0,20,1,WEEKDAY,CUSAT,394,297
0,20,1,WEEKDAY,Pathadipalam,393,303
0,20,1,WEEKDAY,Edappally,1005,804
0,20,1,WEEKDAY,Changampuzha Park,213,333
0,20,1,WEEKDAY,Palarivattom,341,296
0,20,1,WEEKDAY,JLN Stadium,257,302
0,20,1,WEEKDAY,Kaloor,988,768
0,20,1,WEEKDAY,Lissie,310,213
0,20,1,WEEKDAY,Maharajas College,292,300
0,20,1,WEEKDAY,Ernakulam South,881,676
0,20,1,WEEKDAY,Kadavanthra,291,272
0,20,1,WEEKDAY,Elamkulam,280,324
0,20,1,WEEKDAY,Vyttila,837,682
0,20,1,WEEKDAY,Thaikoodam,321,335
0,20,1,WEEKDAY,Petta,346,211
0,20,1,WEEKDAY,Vadakkekotta,354,297
0,20,1,WEEKDAY,SN Junction,320,299
0,20,1,WEEKDAY,Tripunithura,358,310
0,21,0,WEEKDAY,Aluva,407,351
0,21,0,WEEKDAY,Pulinchodu,203,141
0,21,0,WEEKDAY,Companypady,138,108
0,21,0,WEEKDAY,Ambattukavu,164,122
0,21,0,WEEKDAY,Muttom,150,126
0,21,0,WEEKDAY,Kalamassery,140,87
0,21,0,WEEKDAY,CUSAT,156,133
0,21,0,WEEKDAY,Pathadipalam,117,153
0,21,0,WEEKDAY,Edappally,280,353
0,21,0,WEEKDAY,Changampuzha Park,156,129
0,21,0,WEEKDAY,Palarivattom,212,196
0,21,0,WEEKDAY,JLN Stadium,121,110
0,21,0,WEEKDAY,Kaloor,375,305
0,21,0,WEEKDAY,Lissie,159,194
0,21,0,WEEKDAY,Maharajas College,148,141
0,21,0,WEEKDAY,Ernakulam South,296,305
0,21,0,WEEKDAY,Kadavanthra,95,121
0,21,0,WEEKDAY,Elamkulam,174,102
0,21,0,WEEKDAY,Vyttila,387,328
0,21,0,WEEKDAY,Thaikoodam,149,179
0,21,0,WEEKDAY,Petta,172,123
0,21,0,WEEKDAY,Vadakkekotta,135,110
0,21,0,WEEKDAY,SN Junction,189,146
0,21,0,WEEKDAY,Tripunithura,168,113
0,22,0,WEEKDAY,Aluva,369,336
0,22,0,WEEKDAY,Pulinchodu,114,100
0,22,0,WEEKDAY,Companypady,112,126
0,22,0,WEEKDAY,Ambattukavu,109,172
0,22,0,WEEKDAY,Muttom,182,109
0,22,0,WEEKDAY,Kalamassery,112,132
0,22,0,WEEKDAY,CUSAT,147,121
0,22,0,WEEKDAY,Pathadipalam,162,107
0,22,0,WEEKDAY,Edappally,365,301
0,22,0,WEEKDAY,Changampuzha Park,121,142
0,22,0,WEEKDAY,Palarivattom,146,164
0,22,0,WEEKDAY,JLN Stadium,109,95
0,22,0,WEEKDAY,Kaloor,420,311
0,22,0,WEEKDAY,Lissie,146,135
0,22,0,WEEKDAY,Maharajas College,134,121
0,22,0,WEEKDAY,Ernakulam South,366,303
0,22,0,WEEKDAY,Kadavanthra,138,150
0,22,0,WEEKDAY,Elamkulam,139,100
0,22,0,WEEKDAY,Vyttila,390,362
0,22,0,WEEKDAY,Thaikoodam,133,69
0,22,0,WEEKDAY,Petta,149,183
0,22,0,WEEKDAY,Vadakkekotta,162,110
0,22,0,WEEKDAY,SN Junction,97,109
0,22,0,WEEKDAY,Tripunithura,159,119
1,6,0,WEEKDAY,Aluva,410,293
1,6,0,WEEKDAY,Pulinchodu,118,108
1,6,0,WEEKDAY,Companypady,159,125
1,6,0,WEEKDAY,Ambattukavu,131,147
1,6,0,WEEKDAY,Muttom,174,89
1,6,0,WEEKDAY,Kalamassery,168,123
1,6,0,WEEKDAY,CUSAT,170,131
1,6,0,WEEKDAY,Pathadipalam,164,101
1,6,0,WEEKDAY,Edappally,316,328
1,6,0,WEEKDAY,Changampuzha Park,106,100
1,6,0,WEEKDAY,Palarivattom,169,92
1,6,0,WEEKDAY,JLN Stadium,121,122
1,6,0,WEEKDAY,Kaloor,361,276
1,6,0,WEEKDAY,Lissie,130,128
1,6,0,WEEKDAY,Maharajas College,155,103
1,6,0,WEEKDAY,Ernakulam South,294,287
1,6,0,WEEKDAY,Kadavanthra,140,115
1,6,0,WEEKDAY,Elamkulam,141,122
1,6,0,WEEKDAY,Vyttila,345,325
1,6,0,WEEKDAY,Thaikoodam,152,152
1,6,0,WEEKDAY,Petta,147,139
1,6,0,WEEKDAY,Vadakkekotta,117,161
1,6,0,WEEKDAY,SN Junction,156,164
1,6,0,WEEKDAY,Tripunithura,138,122
1,7,1,WEEKDAY,Aluva,666,831
1,7,1,WEEKDAY,Pulinchodu,250,298
1,7,1,WEEKDAY,Companypady,381,275
1,7,1,WEEKDAY,Ambattukavu,316,393
1,7,1,WEEKDAY,Muttom,192,278
1,7,1,WEEKDAY,Kalamassery,265,316
1,7,1,WEEKDAY,CUSAT,392,226
1,7,1,WEEKDAY,Pathadipalam,355,306
1,7,1,WEEKDAY,Edappally,897,715
1,7,1,WEEKDAY,Changampuzha Park,385,327
1,7,1,WEEKDAY,Palarivattom,323,278
1,7,1,WEEKDAY,JLN Stadium,363,316
1,7,1,WEEKDAY,Kaloor,768,585
1,7,1,WEEKDAY,Lissie,223,351
1,7,1,WEEKDAY,Maharajas College,283,228
1,7,1,WEEKDAY,Ernakulam South,800,776
1,7,1,WEEKDAY,Kadavanthra,284,175
1,7,1,WEEKDAY,Elamkulam,304,228
1,7,1,WEEKDAY,Vyttila,670,826
1,7,1,WEEKDAY,Thaikoodam,250,323
1,7,1,WEEKDAY,Petta,352,284
1,7,1,WEEKDAY,Vadakkekotta,391,340
1,7,1,WEEKDAY,SN Junction,240,291
1,7,1,WEEKDAY,Tripunithura,316,353
1,8,1,WEEKDAY,Aluva,600,760
1,8,1,WEEKDAY,Pulinchodu,331,349
1,8,1,WEEKDAY,Companypady,335,308
1,8,1,WEEKDAY,Ambattukavu,412,270
1,8,1,WEEKDAY,Muttom,327,313
1,8,1,WEEKDAY,Kalamassery,269,208
1,8,1,WEEKDAY,CUSAT,341,292
1,8,1,WEEKDAY,Pathadipalam,423,274
1,8,1,WEEKDAY,Edappally,856,652
1,8,1,WEEKDAY,Changampuzha Park,295,374
1,8,1,WEEKDAY,Palarivattom,256,321
1,8,1,WEEKDAY,JLN Stadium,393,279
1,8,1,WEEKDAY,Kaloor,693,858
1,8,1,WEEKDAY,Lissie,377,286
1,8,1,WEEKDAY,Maharajas College,351,254
1,8,1,WEEKDAY,Ernakulam South,742,756
1,8,1,WEEKDAY,Kadavanthra,322,215
1,8,1,WEEKDAY,Elamkulam,289,222
1,8,1,WEEKDAY,Vyttila,900,797
1,8,1,WEEKDAY,Thaikoodam,347,132
1,8,1,WEEKDAY,Petta,259,305
1,8,1,WEEKDAY,Vadakkekotta,391,309
1,8,1,WEEKDAY,SN Junction,360,317
1,8,1,WEEKDAY,Tripunithura,348,285
1,9,1,WEEKDAY,Aluva,704,834
1,9,1,WEEKDAY,Pulinchodu,356,310
1,9,1,WEEKDAY,Companypady,337,251
1,9,1,WEEKDAY,Ambattukavu,388,191
1,9,1,WEEKDAY,Muttom,311,349
1,9,1,WEEKDAY,Kalamassery,317,282
1,9,1,WEEKDAY,CUSAT,284,383
1,9,1,WEEKDAY,Pathadipalam,382,396
1,9,1,WEEKDAY,Edappally,787,649
1,9,1,WEEKDAY,Changampuzha Park,187,354
1,9,1,WEEKDAY,Palarivattom,339,287
1,9,1,WEEKDAY,JLN Stadium,275,329
1,9,1,WEEKDAY,Kaloor,808,764
1,9,1,WEEKDAY,Lissie,225,357
1,9,1,WEEKDAY,Maharajas College,311,275
1,9,1,WEEKDAY,Ernakulam South,818,818
1,9,1,WEEKDAY,Kadavanthra,319,308
1,9,1,WEEKDAY,Elamkulam,242,280
1,9,1,WEEKDAY,Vyttila,831,731
1,9,1,WEEKDAY,Thaikoodam,395,262
1,9,1,WEEKDAY,Petta,366,282
1,9,1,WEEKDAY,Vadakkekotta,356,348
1,9,1,WEEKDAY,SN Junction,360,234
1,9,1,WEEKDAY,Tripunithura,351,325
1,10,1,WEEKDAY,Aluva,813,742
1,10,1,WEEKDAY,Pulinchodu,375,247
1,10,1,WEEKDAY,Companypady,297,304
1,10,1,WEEKDAY,Ambattukavu,361,272
1,10,1,WEEKDAY,Muttom,398,105
1,10,1,WEEKDAY,Kalamassery,294,261
1,10,1,WEEKDAY,CUSAT,323,293
1,10,1,WEEKDAY,Pathadipalam,411,195
1,10,1,WEEKDAY,Edappally,854,837
1,10,1,WEEKDAY,Changampuzha Park,361,244
1,10,1,WEEKDAY,Palarivattom,333,293
1,10,1,WEEKDAY,JLN Stadium,311,341
1,10,1,WEEKDAY,Kaloor,1008,711
1,10,1,WEEKDAY,Lissie,330,220
1,10,1,WEEKDAY,Maharajas College,317,255
1,10,1,WEEKDAY,Ernakulam South,963,884
1,10,1,WEEKDAY,Kadavanthra,284,275
1,10,1,WEEKDAY,Elamkulam,286,300
1,10,1,WEEKDAY,Vyttila,885,700
1,10,1,WEEKDAY,Thaikoodam,297,364
1,10,1,WEEKDAY,Petta,314,236
1,10,1,WEEKDAY,Vadakkekotta,346,245
1,10,1,WEEKDAY,SN Junction,302,283
1,10,1,WEEKDAY,Tripunithura,298,344
1,11,0,WEEKDAY,Aluva,400,351
1,11,0,WEEKDAY,Pulinchodu,134,114
1,11,0,WEEKDAY,Companypady,157,128
1,11,0,WEEKDAY,Ambattukavu,171,131
1,11,0,WEEKDAY,Muttom,147,124
1,11,0,WEEKDAY,Kalamassery,146,129
1,11,0,WEEKDAY,CUSAT,149,115
1,11,0,WEEKDAY,Pathadipalam,117,107
1,11,0,WEEKDAY,Edappally,412,330
1,11,0,WEEKDAY,Changampuzha Park,133,145
1,11,0,WEEKDAY,Palarivattom,134,124
1,11,0,WEEKDAY,JLN Stadium,125,140
1,11,0,WEEKDAY,Kaloor,322,272
1,11,0,WEEKDAY,Lissie,175,118
1,11,0,WEEKDAY,Maharajas College,127,127
1,11,0,WEEKDAY,Ernakulam South,282,369
1,11,0,WEEKDAY,Kadavanthra,117,113
1,11,0,WEEKDAY,Elamkulam,136,116
1,11,0,WEEKDAY,Vyttila,347,366
1,11,0,WEEKDAY,Thaikoodam,173,164
1,11,0,WEEKDAY,Petta,134,118
1,11,0,WEEKDAY,Vadakkekotta,127,107
1,11,0,WEEKDAY,SN Junction,126,76
1,11,0,WEEKDAY,Tripunithura,170,85
1,12,0,WEEKDAY,Aluva,424,329
1,12,0,WEEKDAY,Pulinchodu,120,83
1,12,0,WEEKDAY,Companypady,155,87
1,12,0,WEEKDAY,Ambattukavu,128,148
1,12,0,WEEKDAY,Muttom,138,114
1,12,0,WEEKDAY,Kalamassery,141,152
1,12,0,WEEKDAY,CUSAT,132,130
1,12,0,WEEKDAY,Pathadipalam,162,111
1,12,0,WEEKDAY,Edappally,330,349
1,12,0,WEEKDAY,Changampuzha Park,147,159
1,12,0,WEEKDAY,Palarivattom,128,116
